medName             ,medType             ,medId               ,quantity            ,factCompany         
VANILLA,Tranquilizers,20339,86260,THE TRIVITA WAY INTERNATIONAL INC.
METAMUCIL,Stimulants,20340,81124,DISCUS DENTAL LLC
ZIPAN-25,Hormone replacements,20341,29212,LISA & GERRY FREUNDL
CERVIDIL,Hormone replacements,20342,26396,ACTIVATED ENVIRONMENTAL SOLUTIONS INC
PRENATAL PLUS,Antibiotics,20343,61055,GLAXO CANADA INC
BEAUTY FOX ATOCLINIC,Antipyretics,20344,33151,NUTRAMEDICS HEALTH CORPORATION
EVISTA,Stimulants,20345,20575,HYGIPRO INC.
ETHMOZINE,Statins,20346,54147,LE GROUPE PRODEAL LTEE
TRIMEPRAZINE TARTRATE,Antibiotics,20347,69906,KENDALL MCGAW LABORATORIES INC.
LOTREL,Mood stabilizers,20348,12308,ORIMED PHARMA INC
SORE NIPPLES,Antiseptics,20349,75944,CONFORTMEDIC TECHNOLOGIES INC
WILDE ORCHID,Antipyretics,20350,60393,SHEPHERD PHARMACEUTICALS INC.
UTAH JUNIPER POLLEN,Oral contraceptives,20351,62792,ALOETTE COSMETICS OF/DU CANADA INC.
G-BRONCO-D,Antimalarial,20352,10730,CHEMPEX INDUSTRIES LTD.
CARVEDILOL PHOSPHATE,Statins,20353,82656,SEPTODONT INC
PHENYTEK,Hormone replacements,20354,77947,IVOCLAR VIVADENT AG
LACHESIS BELLADONNA,Statins,20355,14908,SERGEANTS OF CANADA
MIRVASO,Oral contraceptives,20356,37917,MEDPRODEX INC.
ALLER-CHORD F,Tranquilizers,20357,74867,BOLTON DENTAL MANUFACTURING INC.
ANTACID RELIEF,Statins,20358,43886,M.D. LABS
COLIC COMPLEX,Analgesics,20359,99109,FRANK T ROSS & SONS LTD.
DERMACINRX FOLIPLUS D,Stimulants,20360,73136,POTTER & CLARKE C/O BOOKER HEALTH FOODS
HAND WIPES,Oral contraceptives,20361,83086,HANSOL INDUSTRIES INC.
MALT,Antiseptics,20362,94073,ORALABS INC
CINERARIA MARITIMA,Analgesics,20363,5112,LES INSTRUMENTS MEDICAUX A.B.C. INC.
FLU KIDS RELIEF,Antipyretics,20364,85678,SANOFI-SYNTHELABO CANADA INC
PAIN RELIEF 8 HR,Hormone replacements,20365,6646,NORTHLAND HEALTH CARE PRODUCTS LTD.
GREENTINOL ESSENCE,Antiseptics,20366,76857,UNITED LABORATORIES INC.
SYNERGY BOOSTER,Tranquilizers,20367,44738,SAANICH PHARMACY
POST TREATMENT BALM,Analgesics,20368,79805,TRADE TECHNOCRATS LTD.
FLUVASTATIN SODIUM,Antiseptics,20369,49540,TRUE NORTH NUTRITION INC.
NICOLAR,Antibiotics,20370,78660,PHARMACAPS INC.
HAND SANITIZER LIME,Antipyretics,20371,63117,SYNCARE PHARMACEUTICAL INC.
ESTRADERM,Antibiotics,20372,50564,LANG LABORATORIES
MIEL ROSADA,Mood stabilizers,20373,76772,SANOFI PASTEUR LIMITED
PINE MIX,Mood stabilizers,20374,27862,WORTHY PROMOTIONAL PRODUCTS
LANIAZID,Tranquilizers,20375,71931,HUDSON RESPIRATORY CARE INC.
ADRENAL TONIC,Antiseptics,20376,94939,LABS BIOTHERAX LABORATOIRES
X3 CLEAN,Stimulants,20377,56780,MEDPRODEX INC.
NAUSEA,Analgesics,20378,36501,SOYAWORLD INC.
PRUDOXIN,Antipyretics,20379,95200,KERSTIN FLORIAN INTERNATIONAL
CEDAR X PET FORMULA,Oral contraceptives,20380,6993,LEE PHARMACEUTICALS INC.
WEIGHT LOSS RELIEF,Antipyretics,20381,67360,NEWAYS INC.
NEUPOGEN,Analgesics,20382,52000,BEBBINGTON INDUSTRIES INCORPORATED
COFFEA CRUDA 30C,Statins,20383,86426,PDH HEALTHCARE LTD.
AMERIDERM,Statins,20384,83545,A.S.L. INTERNATIONAL
SORREL/DOCK MIX,Antibiotics,20385,52832,MEDICAN PHARMA INCORPORATED
STEFANO SPAZIO,Antimalarial,20386,84987,NEW VISION NUTRITIONALS COMPANY
GIVLAARI,Antibiotics,20387,4545,WINNIPEG REGIONAL HEALTH AUTHORITY
MELILOTUS ALBA,Antiseptics,20388,31355,UNDERBERG AG
DR.G REVITAL ENHANCER,Statins,20389,67259,LAWSON PRODUCTS INC.
GERM FREE 24 PLUS,Stimulants,20390,74807,RICHMOND PHARMACEUTICALS INC.
AQUA MARIS KIDS,Oral contraceptives,20391,52630,MASSIMO GUARDUCCI SRL
TARGADOX,Antibiotics,20392,68913,SAANICH PHARMACY
LOSARTAN POTASSIUM,Oral contraceptives,20393,99503,BRIMMS CANADA INC.
OSTEOTONE,Oral contraceptives,20394,88675,ACME UNITED CORPORATION
ODOMZO,Antibiotics,20395,58398,SANOFI PASTEUR LIMITED
COLLAGEN HD AQUA BB,Antipyretics,20396,11255,GREENLINE
ATROPINE AND DEMEROL,Antimalarial,20397,1561,ORCHARD MANUFACTURING CO. PTY LTD
FLOLIPID,Antipyretics,20398,69172,DONG WOO PHARMACEUTICAL CO LTD.
HYDRO-SERP ""25"",Analgesics,20399,7405,RTS INCORPORATED
MEPIVACAINE,Stimulants,20400,47915,PROFESSIONAL VETERINARY LABORATORIES
BROHIST D,Statins,20401,90223,NUTRIBON (1986) INC.
OKYONGSOO,Analgesics,20402,32635,AMSCO CANADA INC.
CELLPIUM SHINYLINE,Antibiotics,20403,18636,JD NELSON & ASSOCIATES
KE-53PS HAND SANITIZER,Oral contraceptives,20404,85135,STERIDERM CORPORATION
TREATMENT SET TS331796,Antipyretics,20405,34604,HERO NUTRITIONAL PRODUCTS OF CANADA INC.
COMTAN,Antibiotics,20406,41554,NORTH AMERICAN INFECTION CONTROL LTD
SINCALIDE,Antiseptics,20407,43681,MITCHUM DIVISION OF REVLON
AFTATE BACITRACIN ZINC,Statins,20408,10676,CLUB MONACO COSMETICS INC.
TREATMENT SET TS350394,Hormone replacements,20409,28444,INTELLIPHARM INC
VALSARTAN HCTZ,Antimalarial,20410,3193,ALTA PHARMACEUTICALS INC.
APRESAZIDE,Oral contraceptives,20411,95356,MICROBIO SOLUTIONS INC
JACK PINE POLLEN,Analgesics,20412,73436,AZTEX ENTREPRISES LTD
PRO-CHLO,Antibiotics,20413,79281,JOHN O. BUTLER COMPANY
GENTAMICIN,Antimalarial,20414,65601,SKLAR INSTRUMENTS
CARBASTAT,Mood stabilizers,20415,51021,CAPSUGEL
GELNIQUE,Mood stabilizers,20416,49063,UNITED BAKERS CORP
TRICHOPHYTON TONSURANS,Statins,20417,14113,CHOAY LAB
HARVONI,Oral contraceptives,20418,58699,STEROKEM LTD
DOK,Oral contraceptives,20419,28259,CHEMTECH INTERNATIONAL INC.
ARIZONA CYPRESS,Antibiotics,20420,45939,IMCLONE LLC
VEMAVITE-PRX 2,Antimalarial,20421,10862,ARKOPHARMA CANADA INC.
STRESSIVIN,Stimulants,20422,744,ANABOLIC LABORATORIES INC.
TENEX,Analgesics,20423,39465,WEIGHT LOSS CLINIC INC.
HC #1,Mood stabilizers,20424,43895,PRO-LINK CANADA
ARNUITY ELLIPTA,Statins,20425,35861,DMP & ASSOCIATES ENTERPRISES INC.
BETATREX,Analgesics,20426,53028,AVANCE INC.
KARAVITA,Tranquilizers,20427,97677,CHARLES BOOTH HAIR CARE PRODUCTS INC.
NEURO LINKS,Analgesics,20428,91481,ELI LILLY CANADA INC
ALOE UP SUNSCREEN,Statins,20429,27334,CONTINENTAL FRAGRANCES LTD.
GILLETTE CLINICAL,Antimalarial,20430,88199,ADAPT PHARMA OPERATIONS LIMITED
DERMAL WOUND CLEANSER,Analgesics,20431,39480,NORWICH EATON CANADA INC.
PRIME PRIMER FINISH,Antipyretics,20432,63034,PRONATURA INC.
SIMVASTATIN,Mood stabilizers,20433,76247,KRUGER PRODUCTS L.P.
SOOTHANOL X2,Antiseptics,20434,33934,PREMIER DENTAL PRODUCTS COMPANY
ARGENTUM QUARTZ,Antimalarial,20435,92503,NOVARTIS ANIMAL HEALTH INC.
PROVENCE FOUNDATION,Antipyretics,20436,3495,PERSON & COVEY INC.
SOMATULINE DEPOT,Analgesics,20437,32473,CARROLL COMPANY
BOOSTRIX,Tranquilizers,20438,92628,CLARION BRANDS LLC
SKYLA,Antibiotics,20439,47316,MAX PHARMA CANADA INC.
GOLDENROD,Tranquilizers,20440,95669,INTERNATIONAL HERITAGE INC.
ALA-HIST PE,Oral contraceptives,20441,7486,HRA PHARMA RARE DISEASES
RUGBY ICE BLUE,Stimulants,20442,61370,TOTAL HEALTH CENTRE
CLAFORAN,Oral contraceptives,20443,2571,KPSS INC.
SEAFOOD ANTIGENS,Statins,20444,8037,BAXTER HEALTHCARE CORPORATION
MINERAL,Antibiotics,20445,96065,SCA PERSONAL CARE / SCA SOINS PERSONNELS
MELATONIN,Antipyretics,20446,14864,ST. THOMAS ELGIN GENERAL HOSPITAL
GYNETOX,Antimalarial,20447,7541,INTRACARE BV
TOPCARE HEMORRHOIDAL,Statins,20448,31351,ESBA LABORATORIES INC
ADRENAL ENERGY,Antipyretics,20449,55755,BIOFORCE CANADA INC.
DICLOTRAL PAK,Mood stabilizers,20450,21393,THE WINNING COMBINATION INC.
FLURANDRENOLIDE,Stimulants,20451,99830,EMPIRE INTERN DIVISION OF CEK MFG LTD.
GOOD SENSE IBUPROFEN,Stimulants,20452,12183,CHEM INTERNATIONAL
DONNATAL,Stimulants,20453,45223,THE SUNRIDER CORPORATION
SOFTSOAP,Oral contraceptives,20454,90809,US VIGGO INC. (DBA VIGGO-SPECTRAMED)
FOLCAPS,Mood stabilizers,20455,9513,NATURE THERAPIES
EQUALINE TIOCONAZOLE 1,Analgesics,20456,69477,TAIKO PHARMACEUTICAL COMPANY LTD.
TRACLEER,Analgesics,20457,23334,LISE WATIER CHARME ET BEAUTE INC.
BIOTPRES,Antiseptics,20458,71762,RODECA INC. DIVISION OF TECHNILAB INC.
CALIFORNIA BLACK OAK,Antipyretics,20459,70519,RAYONIX INC.
NUEDEXTA,Antibiotics,20460,54703,INTERCEPT PHARMACEUTICALS INC
SKIN CARE PRESCRIPTION,Antibiotics,20461,40918,GOOD FOR YOU CANADA CORP
TRUFFLE EX CLEANSING,Antibiotics,20462,43706,INDIVIOR UK LIMITED
LIPROTEK,Statins,20463,33682,TRW HOLDINGS INC.
GLYZIGEN GEL INTIMATE,Antimalarial,20464,77472,RUST- OLEUM CORPORATION
SECURA PROTECTIVE,Mood stabilizers,20465,98879,SWISHER HYGIENE FRANCHISE CORPORATION
BUTALAN,Tranquilizers,20466,6663,ULTRA CHEM LABS CANADA CORP.
BARYTA CARBONICA,Oral contraceptives,20467,49283,ADVANTAGE MARKETING ASSOCIATES INC.
VABOMERE,Hormone replacements,20468,4575,SHEFFIELD LABORATORIES
AZATHIOPRINE SODIUM,Antipyretics,20469,62349,NATURAL WAY HERBS
BOTRYTIS CINEREA,Antiseptics,20470,1319,VITAMEC USA
MAXAQUIN,Mood stabilizers,20471,304,ECO MED PHARMACEUTICALS
LANTRISUL,Stimulants,20472,50097,TRIBUTE PHARMACEUTICALS CANADA INC
GUNA-FLAM,Statins,20473,31203,VISION FOR LIFE INTERNATIONAL INC.
REAL DEAL FOUNDATION,Tranquilizers,20474,41065,BALCHEM LTD.
INTRAROSA,Hormone replacements,20475,60089,LABORATOIRE LALCO INC.
DRY EYE TEST,Antimalarial,20476,41851,LAURA LINE DIVISION OF J.R. PHOENIX LTD.
PRALATREXATE,Tranquilizers,20477,86283,IAMAT (INTER ASSOC MEDIC ASSIST TRAVEL)
DOVER AMINOPHEN,Tranquilizers,20478,94141,M & J COSMETICS SA
LARISSIA,Stimulants,20479,98089,SCHULKE & MAYR G.M.B.H.
TAPOUT MUSCLE RECOVERY,Antimalarial,20480,92982,USANA HEALTH SCIENCES INC.
SULFAMETHOXAZOLE,Antibiotics,20481,30648,CAPSUGEL
CYTOVENE,Analgesics,20482,71338,BRENMAC CHEMICALS INC.
MADA MEDICAL,Statins,20483,55718,LES LABORATOIRES NOVICHEM
BABY ACNE,Stimulants,20484,40044,BRIMMS CANADA INC.
NITRI SPIRITUS DULCIS,Oral contraceptives,20485,96525,VIVUS INC.
KURVELO,Stimulants,20486,89428,NORWICH EATON CANADA INC.
PARALIXER,Hormone replacements,20487,28099,ENDO VENTURES LTD
HEADACHE SPASMS,Analgesics,20488,59574,HEALTH WAY PRODUCTS
RIMMEL LONDON,Analgesics,20489,56539,INDIVIOR UK LIMITED
LYSODREN,Antibiotics,20490,93903,DAVID D. DANIELS LTD.
PHOCAL PHN,Oral contraceptives,20491,59613,FRANK'S MAINTENANCE PRODUCTS INC
CAINETIPS,Oral contraceptives,20492,25353,SABRA-DENT DENTAL SUPPLIES
ZOMIG-ZMT,Statins,20493,13746,NEOTERIC COSMETICS INC.
BESTHEALTH MENTHOL,Tranquilizers,20494,49295,FORMULEX CANADA INC.
TRAGACANTH GUM,Oral contraceptives,20495,12526,V-TO INC.
ITCH STUFF,Antiseptics,20496,54266,CASSENNE INC.
ACAMPROSATE CALCIUM,Antiseptics,20497,98334,GUERBET
WAL-FINATE,Antiseptics,20498,87484,LAWSON HEALTH RESEARCH INSTITUTE
BETA-HC,Antimalarial,20499,64459,MARINO MANUFACTURING
SODUM ACETATE,Tranquilizers,20500,76529,INTERNATIONAL BIOTECHNOLOGY LABS LTD.
BLACK BIRCH,Statins,20501,68039,MOUNT FOREST ELEVATORS LTD.
PLEO ALB,Antiseptics,20502,62155,AMWAY CORPORATION
TREATMENT SET TS129085,Antimalarial,20503,63869,METREX RESEARCH
CHORIONIC GONADOTROPIN,Antibiotics,20504,15750,B. BRAUN AVITUM AG
DISULFIRAM ,Stimulants,20505,33387,NORWOOD PACKAGING LTD
TREATMENT SET TS351004,Oral contraceptives,20506,92333,VITALAIRE CANADA INC
EQUATE ACETAMINOPHEN,Mood stabilizers,20507,19650,PED-MED LTD.
ALLOXANUM,Antibiotics,20508,90562,PLANET BIOTECHNOLOGIES INC.
URSO 250,Oral contraceptives,20509,54421,ROGER'S AGENCIES INCORPORATED
RECOVERY,Statins,20510,78553,THE DAILY WELLNESS CO.
ZARAH,Mood stabilizers,20511,50433,RANGER CANADA
DRAINAGE COMPOSITION,Antimalarial,20512,81659,PRODUITS FRANCAIS LABS INC.
INTRA-CELL,Statins,20513,37067,COMPAGNIE D'EQUIPEMENT SANITAIRE LTEE
CHENIX,Mood stabilizers,20514,4479,PRODUITS NOR-DO INC.
QUILLIVANT,Statins,20515,45169,RMC GROUP CANADA LTD.
ROHTO HYDRA,Antiseptics,20516,13352,GIOPHARMA A.T. INC.
EQUALINE MUCUS ER,Analgesics,20517,89948,WEST AGRO INC.
SOOTH-A-STING,Antiseptics,20518,40107,ONTARIO MEDICAL OXYGEN SERVICES INC.
KICKING AND SCREAMING,Statins,20519,38689,PRODUCTION CREW CHEMICALS
TYRAMINE,Tranquilizers,20520,71542,NATURE'S SUNSHINE PRODUCTS INC.
NATACYN,Mood stabilizers,20521,39341,CANADIAN ICE INTERNATIONAL
WET NAP,Mood stabilizers,20522,54679,ECOLOGICAL FORMULAS
CORICIDIN HBP,Antimalarial,20523,55067,DUPONT PHARMA INC.
SKIN-ION,Antibiotics,20524,57405,DELAVAL INC.
REFILL 6,Oral contraceptives,20525,74480,S & Y SUPPLY LTD.
ENABLEX,Antimalarial,20526,87641,DYMATIZE ENTERPRISES INC.
VERELAN,Hormone replacements,20527,40850,DERMA SCIENCES INC
NEXIUM 24HR CLEARMINIS,Tranquilizers,20528,95868,AURIUM PHARMA INC
AZASAN,Analgesics,20529,43675,SPURRIER CHEMICAL COMPANIES INC.
CEFTIN,Tranquilizers,20530,93838,COLOMER USA
SINECCHI,Antiseptics,20531,80453,STERIPHARM INC.
TED S PAIN,Antibiotics,20532,62781,NEOSOL ENRG
EAR WAX REMOVAL SYSTEM,Antipyretics,20533,59969,JODA INDUSTRIES
TRAVATAN,Antimalarial,20534,55124,HARPP INDUSTRIES INC.
LEG CRAMP RELIEF,Oral contraceptives,20535,46023,ROLMEX INTERNATIONAL INC.
UV MINERAL SHIELD,Antiseptics,20536,33083,ADVANCE LABORATORIES LIMITED.
C-SOLVE-2,Antibiotics,20537,13201,NUTRITION CLUB CANADA
SLEEP NOW REMEDY,Tranquilizers,20538,82730,SANOFI PASTEUR LIMITED
K-TAB,Antiseptics,20539,34846,VITAMINERALS INC.
ZIANA,Antiseptics,20540,85993,LAER PRODUCTS INC.
ARNICA RELIEF,Antibiotics,20541,7394,VALESCO PHARMACEUTICALS INC
VANISH,Oral contraceptives,20542,13196,CONVATEC CANADA LTD
STENDRA,Stimulants,20543,76353,GOLDEN MOOR
ORAL HCG HOMEOPATHIC,Antipyretics,20544,35485,LIFESCIENCE TECHNOLOGIES
INVOKAMET,Statins,20545,36187,VIRO RESEARCH
ZENATANE,Oral contraceptives,20546,13626,BMB SALES AND MARKETING
NIGHT TIME SLEEP-AID,Antibiotics,20547,80967,OXI BRITE INC
FAGOPYRUM ESCULENTUM,Stimulants,20548,39125,COLORADO BIOLABS INC.
AUGMENTIN ES-600,Hormone replacements,20549,64837,CARMA LABORATORIES INC
URIBUR 40 NUMBER 23,Antipyretics,20550,50710,SCHULKE & MAYR G.M.B.H.
CIMDUO,Stimulants,20551,28246,FRESENIUS AG
AFTER BITE SENSITIVE,Oral contraceptives,20552,45310,M.L.P. COSMETIQUES INC.
DATSCAN,Analgesics,20553,96275,KAM SCIENTIFIC INC.
OXY 5,Oral contraceptives,20554,38238,PHARMACARE LTD. SOUTH AFRICA
ESTRING,Antimalarial,20555,60346,ANGELINI PHARMA INC
PERIOCHIP,Analgesics,20556,41275,WESTFIELD MARKETING CORPORATION
ALLERGY MEDICINE,Hormone replacements,20557,4832,ST. THOMAS ELGIN GENERAL HOSPITAL
VERMEX,Antipyretics,20558,86153,KABI PHARMICIA INC.
GOOD SENSE ANTACID,Mood stabilizers,20559,31012,BAUSCH HEALTH CANADA INC.
ZEVALIN,Statins,20560,60363,WILDLIFE PHARMACEUTICALS CANADA INC.
COLTALIN-ND,Mood stabilizers,20561,87719,PERFECTA PRODUCTS INC.
RIZATRIPTAN,Analgesics,20562,44806,WAMPOLE BRANDS
TREATMENT SET TS331794,Stimulants,20563,51865,KEATA PHARMA INCORPORATED
OASIS TEARS MULTIDOSE,Hormone replacements,20564,46318,PHARMAFAIR INC.
PENICILLIN,Antimalarial,20565,17008,LES PRODUITS CHIMIQUES MG
HEPATATOX,Tranquilizers,20566,95906,PARNELL TECHNOLOGIES PTY LTD
PLEO UT S,Statins,20567,31847,THE PROCTER & GAMBLE COMPANY
OCUFRESH,Tranquilizers,20568,72768,COUNTRY CONNECTIONS INC.
BAMBUSA AURUM,Stimulants,20569,61530,GILEAD SCIENCES CANADA INC
FRESH MED SOLUTION,Antiseptics,20570,97948,AGNES PHARMACEUTICAL PRODUCTS INC
DILTIAZEM HCL CD,Statins,20571,24471,PUMPUII CANADA INC.
BORRELIA REMEDY,Antipyretics,20572,39351,LIFEFORCE NUTRI-BLENDS CANADA INC.
ZOSYN,Antibiotics,20573,25508,H2O PLUS LLC
BACITRACIN ZINC,Antimalarial,20574,17644,FOCUS 21 INTERNATIONAL INC.
ADACEL,Antibiotics,20575,45166,LA MERIDIENNE INTERNATIONALE
CVS HEALTH DIAPER RASH,Hormone replacements,20576,87368,FARLEYCO MARKETING INC.
AUROVELA FE 1/20,Hormone replacements,20577,3525,ENVIROCARE CORPORATION
COMPRE TOX,Hormone replacements,20578,86475,MULTALER & CIE
CLEAN IT ZERO RADIANCE,Oral contraceptives,20579,51868,FRESENIUS KABI AG
DIARRHEA DYSPEPSIA,Antipyretics,20580,15989,DENTSPLY CANADA LIMITED
CONRX ALERT,Tranquilizers,20581,91820,PATRIOT A DIVISION OF JANSSEN INC
AURUM IODATUM,Antimalarial,20582,51178,NUTRIMMUNE TECHNOLOGIES INCORPORATED
CLERIAN,Statins,20583,83114,NOVARTIS PHARMACEUTICALS CANADA INC
ZINCLEAR SPF 30 TINTED,Antibiotics,20584,74477,MAKE UP FOR EVER S.A.
ONOPORDON COMP.,Antipyretics,20585,58810,FLETCHER ENTERPRISES (CHEMICALS) LTD.
NOT APPLICABLE,Statins,20586,56442,LANCOME CANADA
AZO GANTRISIN,Antimalarial,20587,61116,MIDWAY ADVANCED PRODUCTS LLC
CANTRAVEL,Antibiotics,20588,90940,AIRGAS CANADA INC
ATROPINE SULFATE,Stimulants,20589,47313,NORTHERN SEAS PRODUCTS
ALIMTA,Hormone replacements,20590,30151,LORVIC CORP
ELF LIP BALM SPF 15,Antimalarial,20591,90413,RAYONIX INC.
TUSSIN DM MAX,Statins,20592,16613,SANOFI-AVENTIS CANADA INC
CYCLOPHOSPHAMIDE,Antipyretics,20593,54863,SOPHERION THERAPEUTICS LLC
KIDNEY STONE CLEAR,Antipyretics,20594,80988,FADA CHEMISTS LTD.
ALCO HAND SANITIZER,Antipyretics,20595,47265,TROJAN CHEMICALS
TOTAL THALLIUM,Statins,20596,36020,PROFESSIONAL CLEANER PRODUCT LTD
PAIN STOPPERS EXTRA,Antibiotics,20597,52619,E L STICKLEY AND CO LTD.
MEDPAK HAND SANITIZER,Oral contraceptives,20598,16003,AGSA DENTAL PRODUCTS
GUNA-REACT,Analgesics,20599,2722,LEVER
PROMETH VC W/ CODEINE,Antibiotics,20600,98193,BRAINTREE LABORATORIES INC.
DEPEN,Antiseptics,20601,10439,ACME-CHASTON INC.
EROS AQUA SENSATIONS,Analgesics,20602,74095,ACTI-FORM LTD.
VITAL IMMUNE BOOSTER,Antibiotics,20603,3498,1560678 ONTARIO INC.
FORMUCARE NASAL SPRAY,Antibiotics,20604,39093,JOHNSONDIVERSEY CANADA INC.
NYQUIL SEVERE,Antipyretics,20605,5224,CRITERION SCIENCES
SYNALGOS,Antibiotics,20606,40825,QWATRO CORPORATION
REFLUX AND HEARTBURN,Antimalarial,20607,4492,QUANTOFILL INC.
CARELINE,Antipyretics,20608,61230,STEPAN COMPANY
CLADRIBINE,Analgesics,20609,53624,BEEKEEPERS' SUPPLY CO
GOSSYPIUM HERBACEUM,Hormone replacements,20610,4448,HEALTH THRU HERBS INC.
THYROID PORCINE,Antipyretics,20611,67327,NEW VISION NUTRITIONALS COMPANY
GILDESS FE 1.5/30,Antipyretics,20612,90299,ICARUS PHARMA CORP.
DESGEN DM TABS,Stimulants,20613,97462,DENTAL RESOURCES OF CANADA LTD.
DR.G DEEP PEELING,Stimulants,20614,53809,NUTRITION PLUS PHARMACY LTD.
MORPHINE SULFATE,Antipyretics,20615,36230,DERMATOLOGIC COSMETIC LABORATORIES
BACTESTAT,Antimalarial,20616,20311,APO-VET INC.
QUILLIVANT XR,Stimulants,20617,7097,BARD PHARMACEUTICALS (1990) INC
LUMIGAN,Tranquilizers,20618,76438,MLO PRODUCTS COMPANY
PHENYLHISTINE DH,Antipyretics,20619,8510,SERGEANTS OF CANADA
CS UTERUS,Antibiotics,20620,28017,LUEN FOOK MEDICINE SDN. BHD.
PERCOCET,Stimulants,20621,84681,HAIN PURE FOOD CO INC.
Q-DRYL,Stimulants,20622,47473,MAPLE PHARMACEUTICALS INCORPORATED
ADVANCED GUARD,Antiseptics,20623,20948,MILEX A COOPERSURGICAL CO.
POLYCILLIN-N,Analgesics,20624,73200,CORIXA CORPORATION
OBAGI 360,Antibiotics,20625,4867,IDESOINS-DIVISION OF KANMARK PHARMA INC.
DOLORAN,Stimulants,20626,50826,HERO NUTRITIONAL PRODUCTS OF CANADA INC.
MISOPROSTOL,Analgesics,20627,56609,WHM INTERNATIONAL LTD
DELUXE ALL-PURPOSE,Hormone replacements,20628,57553,AMERICAN REGENT INC
GILLETTE FRESH,Statins,20629,2346,GAUDREAU LTEE-EQUIPEMENT RESTAURANT
POCKET FARMACY,Stimulants,20630,77595,AVARIA HEALTH & BEAUTY CORPORATION
ICY HOT POWER GEL,Analgesics,20631,49255,BIOTROL
REFLUX,Antiseptics,20632,14877,RATIOPHARM CANADA INCORPORATED
ROXYBOND,Antimalarial,20633,83393,RACE HORSE PRODUCTS
XARTEMIS XR,Antimalarial,20634,89590,GOODWAY TECHNOLOGIES CORP.
MOISTURE THERAPY,Antiseptics,20635,97132,NATURVITE
AGNUS CASTUS,Statins,20636,70368,ERFA CANADA 2012 INC
IBUPROFEN (NSAID),Stimulants,20637,76217,TAHITIAN NONI INTERNATIONAL INC.
ALOE SOOTHING,Antibiotics,20638,56087,INDUSTRIA FARMACEUTICA SERONO SPA
HEMOFORCE,Statins,20639,10859,2 EM NATURAL ELEMENTS INC
ICE EXTERNAL ANALGESIC,Oral contraceptives,20640,62415,SUN PHARMA CANADA INC
EDARBYCLOR,Tranquilizers,20641,53034,G.T. FRENCH PAPER LIMITED
MED AID,Mood stabilizers,20642,47438,FORKEM INC.
BARTONELLA KIT,Antiseptics,20643,71376,FERMENTA ANIMAL HEALTH COMPANY
NUTRILYTE,Antipyretics,20644,55733,SN BERNIER ENRG
KIT 2,Antimalarial,20645,25612,AMOL PHARMA GMBH
PHENTERMINE RESIN 30,Oral contraceptives,20646,53819,PARFUMS CHRISTIAN DIOR
TIGECYCLINE,Hormone replacements,20647,52144,UNICOOP COOPERATIVE AGRICOLE
EXHAUSTION COMPLEX,Stimulants,20648,38766,MANTRA PHARMA INC
DM MAX,Antibiotics,20649,40704,MULTI-CLEAN
SKINFUSE SHIELD,Stimulants,20650,65416,MEYER ZALL LABORATORIES PTY LTD.
METOLAZONE,Analgesics,20651,75981,PREMIER LABS INC.
5299 SUNSCREEN,Analgesics,20652,77553,VALESCO PHARMACEUTICALS INC
ARGENTUM NITRICUM 6X,Stimulants,20653,66208,SUNFRESH LIMITED
KOVALTRY,Antibiotics,20654,93662,NEW VISION NUTRITIONALS COMPANY
ZINCUM VALERIANICUM,Antiseptics,20655,88427,L OREAL PROFESSIONNEL CANADA
HEPAR SULF,Analgesics,20656,53142,ASHBURY BIOLOGICALS INC.
DOCUSATE SODIUM 100MG,Oral contraceptives,20657,75967,VALESCO PHARMACEUTICALS INC
APIS MEL,Antiseptics,20658,92293,HILLCREST MANUFACTURING
GUNA-ORAL SPRAY,Stimulants,20659,35895,ELI LILLY CANADA INC
STERILE SALINE EYEWASH,Hormone replacements,20660,99329,TOTAL LIVING CONCEPTS
INFECTION COMPLEX,Antimalarial,20661,67861,NUTRITION PLUS PHARMACY LTD.
TRIACTING DAY TIME,Hormone replacements,20662,38058,KRUGER PRODUCTS L.P.
SCOLOPENDRA,Antiseptics,20663,38969,I'M LIVING PROOF
VALUE PHARMA,Antimalarial,20664,75278,ORAL TECHNOLOGIES C/O ORAL B LABS INC.
COLD AND FLU DAYTIME,Antibiotics,20665,35262,HEALTHCO CANADA LTD/LTEE
STAPHWASH PLUS,Statins,20666,30323,OLIER GRISE ET CIE LTEE
CAREALL NON ASPIRIN,Hormone replacements,20667,84719,META PHARMACEUTICALS INC.
MESMERIZE FOR MEN,Antibiotics,20668,66748,DUREX CANADA DIVISION OF SSL CANADA INC.
KAITLIB FE,Tranquilizers,20669,12842,ALCIS HEALTH INC.
OXALIS 5,Oral contraceptives,20670,82937,WELEDA (UK) LTD.
OFLOXACIN,Oral contraceptives,20671,47270,DR. DANIEL PRODUCTS
PURE AND CLEAR,Oral contraceptives,20672,16991,ITW TEXWIPE
ORTHO GUARD,Antiseptics,20673,47530,COWLING AND BRAITHWAITE
BENTYL,Antiseptics,20674,55562,BOTANICAL LABORATORIES INC.
BEEPEN-VK,Stimulants,20675,39336,NICE-PAK PRODUCTS (CANADA) LTD.
QUACKGRASS POLLEN,Analgesics,20676,52217,SYSTEM PHARMACEUTICAL
SEEBRI,Tranquilizers,20677,64943,MEDEXUS PHARMACEUTICALS INC
EVEX,Stimulants,20678,7733,ALTA PHARMACEUTICALS INC.
