virusName           ,virusId             ,sources             ,dangerLevel         
MRSA,82724,TUNISIA,67
BUCK,82725,SOUTH AFRICA,2
OSMUSSAAR,82726,ANDORRA,23
BORAGO,82727,DENMARK,70
KALOPANAX,82728,UGANDA,78
WILSONTOWN,82729,INDONESIA,56
ENCOPRESIS,82730,BARBADOS,94
AUGUSTUS,82731,TRINIDAD,99
BESSERA,82732,ANGUILLA,91
CATERIHORN,82733,KIRIBATI,88
FRATEURIA,82734,NORFOLK ISLAND,58
T4,82735,SAINT BARTHELEMY,70
CAILLOU,82736,CAYMAN ISLANDS,65
FREESIA,82737,ISLE OF MAN,30
SABAL,82738,HUNGARY,80
STATEN,82739,NETHERLANDS,28
MUKAWWAR,82740,TOKELAU,77
HERTSON,82741,NORFOLK ISLAND,54
MCCAULEY,82742,SAHRAWI ARAB,4
PADESWOOD,82743,BAHAMAS,4
MICROCELLA,82744,HUNGARY,67
HOKKAIDO,82745,RWANDA,9
VETRANIO,82746,BELIZE,22
TRACHYMENE,82747,MOLDOVA,84
BIRKHOLM,82748,SOUTH KOREA,84
DIAL,82749,SLOVAKIA,19
AZOSPIRA,82750,UNITED KINGDOM,9
HOLMES,82751,PHILIPPINES,96
GOLDENROD,82752,MICRONESIA,96
FABIACET,82753,TURKS AND CAICOS ISLANDS,15
LOCHEND,82754,NETHERLANDS,88
CASTOR,82755,NORTHERN IRELAND,13
BOYS,82756,PAPUA NEW GUINEA,72
CHAMAEROPS,82757,AFGHANISTAN,60
BILSON,82758,BERMUDA,93
KYTHIRA,82759,SAINT KITTS AND NEVIS,23
SRE,82760,FRENCH POLYNESIA,89
DAHLIA,82761,GUINEA BISSAU,58
AJANIA,82762,HAITI,5
SAMOTHRAKI,82763,BENIN,27
BECRUX,82764,FRENCH POLYNESIA,89
DRONGAN,82765,VENEZUELA,86
CASCADE,82766,CHAD,98
NEW LONDON,82767,PARAGUAY,60
ALDHIBAH,82768,INDONESIA,51
ANTIPAROS,82769,LEBANON,58
BLANTYRE,82770,MALI,85
AGATHONISI,82771,BELARUS,5
PRUNUS,82772,SAINT KITTS AND NEVIS,6
VALDES,82773,PORTUGAL,49
DRISSIOG,82774,USA,70
SURIV A,82775,MALDIVE ISLANDS,97
ROUGH HAY,82776,ARMENIA,70
MOLINIA,82777,SCOTLAND,70
MEAL HILL,82778,IRAN,36
PARK GATE,82779,SAINT HELENA,18
NANT MAWR,82780,VENEZUELA,2
LOAITA,82781,GHANA,37
DRIFT,82782,DHEKELIA,85
DISABILITY,82783,KENYA,96
CHESTNUT,82784,BHUTAN,18
CONSTANCE,82785,UZBEKISTAN,84
STRELITZIA,82786,SAMOA,73
WOOD NOOK,82787,UNITED KINGDOM,26
KIRKHALLAM,82788,ENGLAND,82
HYPHAENE,82789,LIBYA,39
BREDBURY,82790,BURMA,83
IVY,82791,ERITREA,72
CICIA,82792,THAILAND,15
SPARTIUM,82793,ANGOLA,47
LEUCOTHOE,82794,SLOVAKIA,96
FORDELL,82795,PORTUGAL,100
RUCHBA,82796,DHEKELIA,93
AMMOBIUM,82797,BARBADOS,50
PINCUSHION,82798,VANUATU,52
FLAT,82799,RUSSIA,6
HOTTONIA,82800,DHEKELIA,96
MILE,82801,SWAZILAND,87
HOSTILIAN,82802,NIUE,93
HERPES,82803,BOSNIA AND HERZEGOVINA,94
GLYNEA,82804,IRAQ,83
ROHDEA,82805,CYPRUS,94
PAMIANTHE,82806,SCOTLAND,98
YELDHILL,82807,NAGORNO-KARABAKH,34
ADAMS,82808,ISRAEL,94
SKIN RASH,82809,MARSHALL ISLANDS,15
OLEARIA,82810,MYANMAR,72
FAVIGNANA,82811,TRINIDAD,39
CRABAPPLE,82812,VIRGIN ISLANDS,21
BIRKACRE,82813,QATAR,7
JARROW,82814,ZAMBIA,52
FLU-2,82815,GUYANA,89
FORURGAN,82816,NORWAY,21
HORSE HAYS,82817,HOLLAND,13
DILLON,82818,MACEDONIA,88
BANANEC,82819,BARBADOS,8
HBT,82820,VATICAN CITY,80
CALYPSO,82821,IRAQ,28
NEW WORLD,82822,TURKMENISTAN,88
LILY,82823,CAYMAN ISLANDS,10
GOSPEL OAK,82824,SINGAPORE,48
SCOPOLIA,82825,MONACO,9
OLEANDER,82826,PALESTINIAN TERRITORIES,84
BARTONELLA,82827,LIBERIA,36
WANGEROOGE,82828,MADAGASCAR,73
ATHOLL,82829,TANZANIA,97
TEUCRIUM,82830,NEW CALEDONIA,56
LAVAN,82831,SAINT BARTHELEMY,11
LAMBAY,82832,PALAU,75
CLANDOWN,82833,ECUADOR,32
AGRIHAN,82834,ZIMBABWE,84
GASTERIA,82835,KYRGYZSTAN,50
BLOOMERIA,82836,BOLIVIA,55
BOYD,82837,PALESTINE,40
ELAGABALUS,82838,BOSNIA,18
CRANESBILL,82839,ALBANIA,10
SYNTHYRIS,82840,MEXICO,81
FETISHISM,82841,HONDURAS,71
NUTBROOK,82842,PAKISTAN,67
CULA,82843,KIRIBATI,58
MIRAM,82844,SAINT LUCIA,27
MELAS,82845,BARBADOS,50
FOHR,82846,ANGUILLA,85
OXANA,82847,ANDORRA,61
HERMES,82848,SAINT LUCIA,27
HELIOTROPE,82849,SEYCHELLES,9
NEW COPLEY,82850,HAITI,54
NEMESIA,82851,HERZEGOVINA,32
MONERON,82852,VIRGIN ISLANDS,33
FRANKLIN,82853,SENEGAL,18
BORNEO,82854,ASCENSION ISLAND,33
BURSERA,82855,HONG KONG,9
LANGOR,82856,USA,55
FVHS-B,82857,GIBRALTAR,52
FARMY LAY,82858,PALAU,9
MILL BROW,82859,HAITI,31
FIREMOUTH,82860,MONTENEGRO,95
LANESFIELD,82861,ENGLAND,60
CAPRARA,82862,ESTONIA,97
WILSONARIA,82863,MONTENEGRO,35
LAMB HOLM,82864,NAGORNO-KARABAKH,37
MARKLANDS,82865,FRENCH POLYNESIA,3
JAMAGE,82866,BRAZIL,34
HYBRID ELM,82867,MADAGASCAR,86
DOG DELF,82868,CROATIA,77
MACRINUS,82869,BANGLADESH,58
MORISIA,82870,MONGOLIA,3
DIPLOPIA,82871,SOMALILAND,64
DAVENPORT,82872,GAMBIA,83
SNAKE BITE,82873,BOSNIA,91
BURRIT,82874,JAMAICA,8
ECV,82875,LESOTHO,33
PARITE,82876,NIUE,65
SELINUM,82877,SOUTHERN IRELAND,92
EPISPADIAS,82878,SAMOA,32
STUBLICK,82879,BAHAMAS,82
BEECH FERN,82880,HAITI,31
TUBERARIA,82881,MACEDONIA,7
GOODYERA,82882,NORTHERN IRELAND,13
TAKAPOTO,82883,MONTENEGRO,19
CAMERON,82884,CHINA,1
BRYN-GWYN,82885,PUERTO RICO,51
NEW CHURCH,82886,ARGENTINA,97
BERGENIA,82887,CHRISTMAS ISLAND,52
CANON ROCK,82888,DOMINICAN REPUBLIC,18
NUKUORO,82889,COCOS,58
HICKORY,82890,DENMARK,21
MERCER,82891,MALDIVES,43
KELLEYS,82892,AZERBAIJAN,97
SPRINGHILL,82893,VIRGIN ISLANDS,61
RUEGERIA,82894,SPAIN,83
MATASO,82895,NORTHERN IRELAND,48
BUSTED,82896,MACAU,72
PALLAS,82897,BENIN,44
IOWA,82898,SVALBARD,99
MUSHOLM,82899,PORTUGAL,9
MADAGASCAR,82900,SAINT KITTS AND NEVIS,34
ELLAND,82901,UZBEKISTAN,70
PIG,82902,SAINT BARTHELEMY,4
FLAGYLL,82903,SWEDEN,48
FEVER TREE,82904,DHEKELIA,80
QUINTA,82905,BRAZIL,23
SMOKING,82906,BAHAMAS,57
CARYOTA,82907,MAURITANIA,29
NEGROS,82908,EAST TIMOR,30
SYS,82909,MOZAMBIQUE,10
SAN JUAN,82910,HERZEGOVINA,93
PENRHYN,82911,FIJI,67
HUNDA,82912,DOMINICA,89
SITRAH,82913,SAINT LUCIA,55
REEDLEY,82914,DOMINICAN REPUBLIC,38
MINISTER,82915,SAINT PIERRE AND MIQUELON,78
WILD RYE,82916,SOUTHERN IRELAND,60
GABRIOLA,82917,WALES,22
RHODOFERAX,82918,ECUADOR,34
LONGISPORA,82919,TRISTAN DA CUNHA,23
HEDGEAPPLE,82920,BURKINA FASO,54
WIGGINSIA,82921,EIRE,92
ARECA,82922,ABKHAZIA,55
NUT TREES,82923,MACAU,71
COMSPEC,82924,NAURU,100
BROWNRIGG,82925,ERITREA,56
EOMECON,82926,HERZEGOVINA,9
BUFFERY,82927,COSTA RICA,84
DHULADHIYA,82928,LIBYA,77
MYCOPLANA,82929,SOUTHERN IRELAND,22
POLYP,82930,VIRGIN ISLANDS,43
WARATAH,82931,UNITED STATES OF AMERICA,28
ANATOM,82932,SOUTH OSSETIA,37
MACLEANIA,82933,PHILIPPINES,34
MELICK,82934,UGANDA,73
MYXOCOCCUS,82935,SURINAME,83
VIMY,82936,INDONESIA,91
TOSHIMA,82937,NIUE,60
SISAL,82938,BELARUS,19
GLANDDU,82939,SEYCHELLES,57
GRANVILLE,82940,KUWAIT,31
DILLENIA,82941,KENYA,71
HOLBROOK,82942,GUYANA,98
EPI,82943,SOUTH OSSETIA,89
MURTON,82944,LIBERIA,12
CYRILLA,82945,NORTHERN IRELAND,88
HELLWEEN,82946,PAKISTAN,19
NAPUKA,82947,MEXICO,71
MIGNONETTE,82948,ANGOLA,54
ARKOI,82949,LATVIA,99
MOSTERØY,82950,LAOS,84
NEW CHAPEL,82951,USSR,72
BANKS,82952,SOUTHERN IRELAND,67
ANDROTT,82953,AZERBAIJAN,18
NISIDA,82954,MOROCCO,48
RAMONDA,82955,NIGER,46
MONOMOY,82956,PALESTINE,6
HAGSIDE,82957,EL SALVADOR,3
RÙM,82958,BURKINA FASO,27
RAKAHANGA,82959,ISRAEL,2
SQUARE,82960,PITCAIRN ISLANDS,82
GEEVAGH,82961,UKRAINE,57
ACKLINS,82962,VATICAN CITY,26
DOG BITE,82963,PUERTO RICO,49
DWRLLAS,82964,PARAGUAY,25
GRACE MARY,82965,EGYPT,15
AMHERSTIA,82966,GUINEA,35
DASSEN,82967,DJIBOUTI,44
OSMUNDA,82968,PITCAIRN ISLANDS,97
WHITE FIR,82969,GREENLAND,63
WYTHEMOOR,82970,ICELAND,93
HYDRA,82971,SERBIA,72
CALPURNIA,82972,SAINT BARTHELEMY,9
WINDFLOWER,82973,RUSSIA,29
STRAIN,82974,DOMINICAN REPUBLIC,74
HESPELLIA,82975,SPAIN,6
HOLBOELLIA,82976,VANUATU,94
OLD FIELD,82977,MICRONESIA,69
PERNETTYA,82978,ESTONIA,9
ALMOUROL,82979,SAINT LUCIA,10
BORASSUS,82980,ALGERIA,96
MORAEA,82981,NORTHERN IRELAND,88
SAMHA,82982,USSR,7
FLINT,82983,NEPAL,98
PRIMULA,82984,SYRIA,21
SORREL,82985,NAURU,49
NECRO,82986,FAROE ISLANDS,1
CALUMET,82987,BAHRAIN,41
SIX MILE,82988,BOSNIA,94
MOLESIDE,82989,SENEGAL,79
SAVORY,82990,DOMINICAN REPUBLIC,22
JUANANGA,82991,SAHRAWI ARAB,23
ENEWETAK,82992,GUATEMALA,39
SEGHILL,82993,CENTRAL AFRICAN REPUBLIC,18
NEWTOWN,82994,TAIWAN,84
AMBERSWOOD,82995,TRISTAN DA CUNHA,26
BENGUERRA,82996,BRUNEI,10
KOCURIA,82997,LEBANON,86
ZHOKOVA,82998,SOMALIA,6
SAFFLOWER,82999,BRUNEI,31
MEROPE,83000,BOSNIA HERZEGOVINA,29
ESCALLONIA,83001,SOUTH OSSETIA,31
NAWORTH,83002,CAYMAN ISLANDS,55
EMTICICIA,83003,PERU,76
BRADES,83004,BRAZIL,66
JASMINE,83005,REPUBLIC OF IRELAND,36
XPEH,83006,BAHRAIN,67
ACTON,83007,NAGORNO-KARABAKH,58
DOLPHIN,83008,MALTA,96
CTENANTHE,83009,MALDIVES,61
BIOKO,83010,NORTHERN MARIANA ISLANDS,49
ALTAIR,83011,LESOTHO,75
MUSIC BUG,83012,NAMIBIA,63
MARK II,83013,GIBRALTAR,79
MANGO,83014,EIRE,72
COATS,83015,CONGO,54
LEDUM,83016,KOSOVO,88
LICINIUS,83017,ASCENSION ISLAND,80
DRIMYS,83018,SAN MARINO,40
WATER OAK,83019,GUATEMALA,84
CORKTREE,83020,KUWAIT,14
ARABIS,83021,MADAGASCAR,50
MAUKE,83022,NIUE,70
DENNERY,83023,FIJI,78
HERSCHEL,83024,IRAQ,58
FREEHOLDS,83025,ERITREA,96
KIMMERIDGE,83026,ASCENSION ISLAND,10
SYAGRUS,83027,BOSNIA,76
GALL,83028,IVORY COAST,81
VERATRUM,83029,VATICAN CITY,4
LUZON,83030,NIUE,17
INTAKE,83031,NEPAL,24
TEAUPA,83032,GIBRALTAR,23
MYCOPLASMA,83033,SEYCHELLES,39
CATOPSIS,83034,CENTRAL AFRICAN REPUBLIC,42
THIRASIA,83035,SWEDEN,87
RHUBARB,83036,NORTHERN IRELAND,80
BRAIDHURST,83037,REPUBLIC OF IRELAND,100
LLAN DRIFT,83038,CAMBODIA,92
NAURU,83039,SOUTHERN IRELAND,100
RAKE LANDS,83040,SAMOA,50
OLD PARK,83041,AMERICA,45
TENARUNGA,83042,EGYPT,15
HATOMA,83043,OMAN,90
SANTOLINA,83044,HUNGARY,39
ALISTIPES,83045,PALESTINIAN TERRITORIES,2
BUR OAK,83046,CAYMAN ISLANDS,91
PLANK LANE,83047,ANDORRA,19
NICHOLSON,83048,MOLDOVA,25
RUSCHIA,83049,CHAD,49
HESSELØ,83050,UZBEKISTAN,56
SÌDEROOG,83051,CROATIA,76
MIZAR,83052,ECUADOR,27
SEGUAM,83053,GHANA,89
HADRIAN,83054,GIBRALTAR,80
BRUNNERA,83055,MONACO,18
EILWEN,83056,SAINT LUCIA,56
LIKOMA,83057,YEMEN,47
ALTARF,83058,AMERICAN SAMOA,75
DEMEQUINA,83059,IRAQ,6
MOSS ROSE,83060,MYANMAR,22
RAPHIA,83061,JERSEY,41
KRENITZIN,83062,UNITED STATES OF AMERICA,51
WATLING,83063,RWANDA,54
TWEEDALE,83064,ETHIOPIA,3
VOGESELLA,83065,BURMA,15
PODOCARPUS,83066,BANGLADESH,23
DAMAGE,83067,LATVIA,29
MASKALI,83068,BOSNIA AND HERZEGOVINA,31
FRØYA,83069,VIRGIN ISLANDS,84
NEWTON CAP,83070,MALTA,26
BEARMORE,83071,NORFOLK ISLAND,46
SUNNY BANK,83072,CHRISTMAS ISLAND,23
LARKSPUR,83073,DOMINICA,2
SHAWFIELD,83074,BERMUDA,2
YEAR 1993,83075,NORFOLK ISLAND,55
MARSDEN,83076,URUGUAY,80
MICROVIRGA,83077,EQUATORIAL GUINEA,20
PELLAGRA,83078,TAIWAN,98
MAIHUENIA,83079,SOUTH OSSETIA,74
LINNYSHAW,83080,ICELAND,14
ILL,83081,LEBANON,24
ALMUS,83082,UNITED STATES OF AMERICA,78
PINEAPPLE,83083,FINLAND,5
DUNNIKIER,83084,SIERRA LEONE,14
FLINDERS,83085,ISRAEL,34
LIGHTMORE,83086,BARBADOS,18
SKISM 808,83087,MADAGASCAR,27
LIVESEY,83088,PHILIPPINES,6
AESCULUS,83089,MALI,44
TULBAGHIA,83090,NAGORNO-KARABAKH,39
LATANIA,83091,YEMEN,86
BERTOLONIA,83092,MYANMAR,4
ERAGROSTIS,83093,C�TE D'IVOIRE,16
SCOLIOSIS,83094,SINGAPORE,93
CALLISIA,83095,DOMINICA,54
CHICOT,83096,INDIA,49
FOENICULUM,83097,USSR,32
RAWDON,83098,TRISTAN DA CUNHA,54
ZK900,83099,TANZANIA,32
SEGINUS,83100,ECUADOR,49
CROCOSMIA,83101,ECUADOR,17
LCV,83102,TOGO,86
VANUA LAVA,83103,GEORGIA,4
MBDF,83104,ANDORRA,30
BUGLE HORN,83105,EL SALVADOR,3
DRUMLEMBLE,83106,VANUATU,58
LEUCOTHRIX,83107,COSTA RICA,80
ROBINIA,83108,LAOS,79
KLLMARNOCK,83109,BULGARIA,46
YUNASKA,83110,REPUBLIC OF IRELAND,57
KUNOY,83111,CONGO,5
WEBSTER,83112,NAMIBIA,54
ECLIPSE,83113,BURKINA FASO,38
SAGEBRUSH,83114,MYANMAR,5
WALKABOUT,83115,LATVIA,98
ARGENTINA,83116,MONTSERRAT,6
DUNN,83117,GERMANY,4
PENANG,83118,MARSHALL ISLANDS,85
ZEALAND,83119,TAJIKISTAN,64
AVERY,83120,HONDURAS,19
PIRELLULA,83121,USA,41
MENDICANT,83122,HUNGARY,53
PEGSWOOD,83123,SAINT HELENA,45
BOXELDER,83124,TUVALU,35
BAWKHOUSE*,83125,TRISTAN DA CUNHA,96
MOUNT AO,83126,UK,40
SLOW,83127,FAROE ISLANDS,55
CANAL SIDE,83128,REPUBLIC OF IRELAND,5
ALDEBARAN,83129,NETHERLANDS,47
EDEMA,83130,MALAWI,32
BUDO,83131,ISLE OF MAN,22
WARD,83132,CAMEROON,72
HOLME BANK,83133,HERZEGOVINA,9
JOAN ROYD,83134,CONGO,55
PORPHYRIA,83135,SLOVENIA,91
WEDNESBURY,83136,PALESTINE,41
CROXDALE,83137,PARAGUAY,81
KORNATI,83138,VANUATU,68
NEVSKIA,83139,ARUBA,55
BRACKIELLA,83140,COMOROS,99
MR. VIR,83141,ENGLAND,63
CURCUMA,83142,COOK ISLANDS,73
BATLEY,83143,OMAN,22
COTULA,83144,ISRAEL,16
IOU,83145,UNITED STATES OF AMERICA,45
FANØ,83146,UKRAINE,58
DEEFGEA,83147,INDIA,72
PAWLEYS,83148,COOK ISLANDS,84
DWARFISM,83149,SWAZILAND,5
RØST,83150,PORTUGAL,83
BALEAL,83151,LAOS,53
MOSENTHEIN,83152,CAYMAN ISLANDS,41
CEREUS,83153,SWEDEN,99
RAITH,83154,EAST TIMOR,22
DEAN MOOR,83155,BURMA,90
ALSHAIN,83156,GUINEA BISSAU,95
ASCARIASIS,83157,WALLIS AND FUTUNA WALLIS AND FUTUNA,60
GOATFOOT,83158,SAUDI ARABIA,97
DEAD,83159,NAMIBIA,48
ANNAGHER,83160,TANZANIA,76
CORNWALLIS,83161,THAILAND,45
NIKUMARORO,83162,SUDAN,97
AIN,83163,ARGENTINA,58
SPIEDEN,83164,AMERICA,81
CHINA FIR,83165,GUINEA BISSAU,26
GANGRENE,83166,BELARUS,23
NGOFONUA,83167,UKRAINE,3
RAILWAY,83168,NETHERLANDS ANTILLES,24
GOKCEADA,83169,ANGUILLA,94
KALIMERIS,83170,MALAYSIA,31
PEACOCK,83171,MONGOLIA,28
APLIN,83172,LESOTHO,76
LOUDOUN,83173,CZECH REPUBLIC,63
BARN FARM,83174,BOTSWANA,91
LEUCOJUM,83175,SAINT LUCIA,5
BURGER,83176,SOMALILAND,53
ROCK ROSE,83177,SAN MARINO,5
HIIUMAA,83178,BULGARIA,72
LIMERIGG,83179,REPUBLIC OF IRELAND,49
MOORGREEN,83180,CEYLON,67
NOBOCK,83181,INDONESIA,35
ONOCLEA,83182,SUDAN,94
MASON'S,83183,SAMOA,38
POPPY,83184,LITHUANIA,17
ERYTHRINA,83185,SYRIA,52
MALOPE,83186,GUYANA,10
APRICOT,83187,BELARUS,78
GARTNESS,83188,PORTUGAL,14
KITCHENER,83189,IVORY COAST,5
CASC1621,83190,NEW CALEDONIA,39
VARGO,83191,BOLIVIA,33
ÎLE-D'AIX,83192,LIECHTENSTEIN,94
PERSES,83193,HONG KONG,78
HERRINGTON,83194,CAMBODIA,14
BONE,83195,MALAYSIA,27
LOCHGELLY,83196,FALKLAND ISLANDS,28
CAMBUSLANG,83197,DOMINICAN REPUBLIC,33
UNDERWOOD,83198,MYANMAR,50
SNEYD FARM,83199,TOBAGO,96
MUSTARD,83200,NEPAL,42
ROADSIDE,83201,HONG KONG,71
ALLHALLOWS,83202,VIETNAM,35
MALIKIA,83203,DOMINICA,1
MIRA,83204,SOLOMON ISLANDS,47
PADEN,83205,BHUTAN,91
WOODHOUSE,83206,GERMANY,26
CHRISTMAS,83207,UNITED ARAB EMIRATES,74
AFTON,83208,ARGENTINA,6
WROE,83209,SAINT KITTS AND NEVIS,78
LODGE HOLE,83210,SOUTHERN IRELAND,76
BLOCKAHALE,83211,BANGLADESH,96
AZTEKIUM,83212,SRI LANKA,99
ROSEHILL,83213,BURUNDI,70
JERU-1663,83214,URUGUAY,48
MIR,83215,INDIA,79
COWPEN,83216,SERBIA,9
DAISY,83217,UNITED STATES OF AMERICA,7
PLAS POWER,83218,PALESTINE,20
TON-Y-MOCH,83219,BOTSWANA,72
KINGSEAT L,83220,EAST TIMOR,55
WEST END,83221,SAMOA,53
TURBINA,83222,PALAU,82
BARRA,83223,KIRIBATI,59
LAMBLEY,83224,ERITREA,17
BUCKEYE,83225,CHRISTMAS ISLAND,13
DOWLAIS,83226,BRITISH VIRGIN ISLANDS,65
DIANELLA,83227,BANGLADESH,5
KINNARD,83228,NIGERIA,6
MILTONIA,83229,GUINEA BISSAU,12
POLLUX,83230,AFGHANISTAN,23
WOODFORDS,83231,COOK ISLANDS,37
ROWA,83232,BOTSWANA,50
AUBREY,83233,GHANA,92
IVY HOUSE,83234,UKRAINE,28
BACKSPOND,83235,BOLIVIA,6
WOODFIELD,83236,AUSTRALIA,91
KNOWL,83237,RUSSIA,96
HEMOPHILIA,83238,ANGOLA,15
SELIBERIA,83239,OMAN,94
CRES,83240,SOUTH KOREA,61
TEGMEN,83241,MOZAMBIQUE,75
BRITANNIA,83242,MEXICO,1
PETERS,83243,PANAMA,34
BORRELIA,83244,ENGLAND,72
NUNNERY,83245,PANAMA,89
SANTA ROSA,83246,SAINT LUCIA,1
ENEMY,83247,BOSNIA AND HERZEGOVINA,74
SHIELDHILL,83248,NEPAL,10
PARALYSIS,83249,AMERICAN SAMOA,51
XYLELLA,83250,ANGUILLA,30
CONANDRON,83251,VIETNAM,70
AMYCOLATA,83252,MAURITANIA,94
ŠIPAN,83253,TURKS AND CAICOS ISLANDS,9
LAPAGERIA,83254,ICELAND,91
VTS,83255,TAIWAN,63
CARIBE,83256,SERBIA,71
FUTUNA,83257,GUATEMALA,21
TIKOPIA,83258,BRUNEI,9
HOBBS,83259,GUINEA,32
CHANGE,83260,SAINT MARTIN,37
GOWER,83261,SAINT MARTIN,18
OLD BRIDGE,83262,SOMALIA,35
PILEOSELLA,83263,SPAIN,68
SHATVAR,83264,EAST TIMOR,59
COGLEY,83265,AMERICA,45
LACHENALIA,83266,CAYMAN ISLANDS,80
FATSIA,83267,EIRE,20
SPRY,83268,NEPAL,43
GRIMES,83269,INDIA,93
NANCOWRY,83270,GUINEA-BISSAU,59
GREAVE,83271,NIUE,50
NEKKAR,83272,CUBA,53
DELOSPERMA,83273,CEYLON,59
QUERY,83274,FINLAND,6
ASIMINA,83275,ITALY,87
REDX,83276,GREENLAND,58
STUARTIA,83277,EQUATORIAL GUINEA,50
MALLARD,83278,BELGIUM,5
YANKEE,83279,SAINT LUCIA,67
BREIGHTMET,83280,BRUNEI,98
N-BETA,83281,LITHUANIA,19
EUCOMIS,83282,THAILAND,7
BARGANIE C,83283,LESOTHO,54
FLUOR,83284,CHINA,45
KOHAMA,83285,AKROTIRI,36
WEST CRIB,83286,MAURITANIA,29
TORCELLO,83287,BOLIVIA,99
LANECLAY,83288,AUSTRIA,83
WEIGELA,83289,GUINEA-BISSAU,14
CLO GROUP,83290,ASCENSION ISLAND,78
ELBA,83291,SIERRA LEONE,12
HOARSENESS,83292,ETHIOPIA,43
URIEL,83293,NORTHERN MARIANA ISLANDS,88
RHOEO,83294,BARBADOS,49
DARTMOUTH,83295,NEW ZEALAND,8
SYLT,83296,CENTRAL AFRICAN REPUBLIC,83
KNOCKTERRA,83297,CAYMAN ISLANDS,11
PEARSE,83298,ANDORRA,38
BENTHALL,83299,MONTENEGRO,85
HAHELLA,83300,GREENLAND,95
SMOKEHOUSE,83301,GUERNSEY,12
COLIC,83302,HOLLAND,76
RENNESØY,83303,VIRGIN ISLANDS,35
SADLERIA,83304,QATAR,44
UNIOLA,83305,ARGENTINA,99
KVITSØY,83306,LITHUANIA,87
HOWROYD,83307,CAYMAN ISLANDS,92
ARKIKO,83308,UNITED STATES OF AMERICA,3
GUMTREE,83309,VANUATU,88
CORYDORAS,83310,POLAND,76
ABERBEEG,83311,BHUTAN,49
NORTH LONG,83312,ARUBA,37
COSTEAU,83313,AMERICAN SAMOA,94
SCHROGG,83314,LIECHTENSTEIN,44
COCAINE,83315,FIJI,84
AMARCRINUM,83316,BOSNIA,64
YOUNGS,83317,UNITED STATES,26
GIGANTISM,83318,WALLIS AND FUTUNA WALLIS AND FUTUNA,80
GRAND,83319,NORTH KOREA,82
HEAGE,83320,LAOS,35
LISBON,83321,SINGAPORE,87
TINOS,83322,UNITED STATES,63
JUNEGRASS,83323,TURKMENISTAN,54
IVP EX2,83324,SWAZILAND,51
CENTAURIUM,83325,THAILAND,11
KINNEDDIR,83326,MALDIVES,10
LAMBA,83327,AUSTRIA,5
HOREHOUND,83328,ARMENIA,62
OFFSPRING,83329,SWITZERLAND,97
NUKUFOTU,83330,CHRISTMAS ISLAND,7
PENNY GATE,83331,SYRIA,86
IRAKLEIA,83332,MAYOTTE,36
PAK,83333,SIERRA LEONE,47
HAY FEVER,83334,IRAN,26
CITY,83335,PITCAIRN ISLANDS,6
BICKERSHAW,83336,LESOTHO,96
BUTAN PINE,83337,MACEDONIA,14
ELM,83338,NIUE,10
LINDRIDGE,83339,NAURU,97
MORUROA,83340,BELARUS,6
PANTAR,83341,MICRONESIA,28
NYGUS-KL,83342,ITALY,50
DEEP PITS,83343,BURKINA FASO,91
JACKTREE,83344,BRAZIL,49
ZELKOVA,83345,BRUNEI,83
WIKE,83346,UNITED STATES VIRGIN ISLANDS,59
BERRYHILL,83347,NEW CALEDONIA,17
MITCHELLA,83348,TONGA,87
REINECKIA,83349,CROATIA,20
FLYING FOX,83350,ALBANIA,86
POEMS,83351,BELGIUM,73
HALFMOON,83352,VENEZUELA,22
FABIANA,83353,VENEZUELA,91
LLAY HALL,83354,TOGO,53
OUTER DUCK,83355,AFGHANISTAN,57
SUUR-PAKRI,83356,EQUATORIAL GUINEA,90
BREADFRUIT,83357,BRAZIL,68
DAIS,83358,AZERBAIJAN,16
FLAVIVIRUS,83359,SAMOA,86
RAKINO,83360,SRI LANKA,87
VIRGO,83361,AMERICA,32
TIMOR,83362,SUDAN,12
NEW CROSS,83363,FALKLAND ISLANDS,48
ANAHO,83364,HONDURAS,68
EUROPE-92,83365,EIRE,96
EZIARCH,83366,IVORY COAST,31
FIRE LILY,83367,ISRAEL,20
EGLINTON,83368,SWEDEN,2
PARKHILL,83369,GEORGIA,47
OIL PALM,83370,PALESTINIAN TERRITORIES,2
CUTTYHUNK,83371,EIRE,80
LEUCOGENES,83372,SWITZERLAND,34
BROWNHILLS,83373,SYRIA,37
CRANBERRY,83374,GAMBIA,19
STROMBOLI,83375,ALGERIA,51
AMARANTH,83376,SAINT HELENA,18
GRIMONTIA,83377,SENEGAL,11
COX LODGE,83378,BHUTAN,16
STOW HEATH,83379,USSR,12
STICKY EYE,83380,MARSHALL ISLANDS,58
BROOMLANDS,83381,NORTH KOREA,12
AURELIAN,83382,ZAMBIA,48
ERICA,83383,MACEDONIA,3
ASH TREE,83384,ENGLAND,34
BRAY,83385,LUXEMBOURG,88
SULA,83386,NETHERLANDS ANTILLES,9
BARKIS,83387,KENYA,38
LEIFSONIA,83388,SAINT LUCIA,85
MALCOLMIA,83389,C�TE D'IVOIRE,91
RISKEND,83390,LIECHTENSTEIN,44
HALL END,83391,KUWAIT,38
DISSEI,83392,ENGLAND,85
NUMERIAN,83393,SENEGAL,61
V-LABEL,83394,BOSNIA AND HERZEGOVINA,93
ARDOUGH,83395,NEW ZEALAND,95
MELIOSMA,83396,MONTSERRAT,70
