Name_Of_Product            ,Product_ID               ,Inventory            ,Importer         
AFTATE BACITRACIN ZINC,20408,10676,CLUB MONACO COSMETICS INC.
TREATMENT SET TS350394,20409,28444,INTELLIPHARM INC
VALSARTAN HCTZ,20410,3193,ALTA PHARMACEUTICALS INC.
APRESAZIDE,20411,95356,MICROBIO SOLUTIONS INC
JACK PINE POLLEN,20412,73436,AZTEX ENTREPRISES LTD
PRO-CHLO,20413,79281,JOHN O. BUTLER COMPANY
GENTAMICIN,20414,65601,SKLAR INSTRUMENTS
CARBASTAT,20415,51021,CAPSUGEL
GELNIQUE,20416,49063,UNITED BAKERS CORP
TRICHOPHYTON TONSURANS,20417,14113,CHOAY LAB
HARVONI,20418,58699,STEROKEM LTD
DOK,20419,28259,CHEMTECH INTERNATIONAL INC.
ARIZONA CYPRESS,20420,45939,IMCLONE LLC
VEMAVITE-PRX 2,20421,10862,ARKOPHARMA CANADA INC.
STRESSIVIN,20422,744,ANABOLIC LABORATORIES INC.
TENEX,20423,39465,WEIGHT LOSS CLINIC INC.
HC #1,20424,43895,PRO-LINK CANADA
ARNUITY ELLIPTA,20425,35861,DMP & ASSOCIATES ENTERPRISES INC.
BETATREX,20426,53028,AVANCE INC.
KARAVITA,20427,97677,CHARLES BOOTH HAIR CARE PRODUCTS INC.
NEURO LINKS,20428,91481,ELI LILLY CANADA INC
ALOE UP SUNSCREEN,20429,27334,CONTINENTAL FRAGRANCES LTD.
GILLETTE CLINICAL,20430,88199,ADAPT PHARMA OPERATIONS LIMITED
DERMAL WOUND CLEANSER,20431,39480,NORWICH EATON CANADA INC.
PRIME PRIMER FINISH,20432,63034,PRONATURA INC.
SIMVASTATIN,20433,76247,KRUGER PRODUCTS L.P.
SOOTHANOL X2,20434,33934,PREMIER DENTAL PRODUCTS COMPANY
ARGENTUM QUARTZ,20435,92503,NOVARTIS ANIMAL HEALTH INC.
PROVENCE FOUNDATION,20436,3495,PERSON & COVEY INC.
SOMATULINE DEPOT,20437,32473,CARROLL COMPANY
BOOSTRIX,20438,92628,CLARION BRANDS LLC
SKYLA,20439,47316,MAX PHARMA CANADA INC.
GOLDENROD,20440,95669,INTERNATIONAL HERITAGE INC.
ALA-HIST PE,20441,7486,HRA PHARMA RARE DISEASES
RUGBY ICE BLUE,20442,61370,TOTAL HEALTH CENTRE
CLAFORAN,20443,2571,KPSS INC.
SEAFOOD ANTIGENS,20444,8037,BAXTER HEALTHCARE CORPORATION
MINERAL,20445,96065,SCA PERSONAL CARE / SCA SOINS PERSONNELS
MELATONIN,20446,14864,ST. THOMAS ELGIN GENERAL HOSPITAL
GYNETOX,20447,7541,INTRACARE BV
TOPCARE HEMORRHOIDAL,20448,31351,ESBA LABORATORIES INC
ADRENAL ENERGY,20449,55755,BIOFORCE CANADA INC.
DICLOTRAL PAK,20450,21393,THE WINNING COMBINATION INC.
FLURANDRENOLIDE,20451,99830,EMPIRE INTERN DIVISION OF CEK MFG LTD.
GOOD SENSE IBUPROFEN,20452,12183,CHEM INTERNATIONAL
DONNATAL,20453,45223,THE SUNRIDER CORPORATION
SOFTSOAP,20454,90809,US VIGGO INC. (DBA VIGGO-SPECTRAMED)
FOLCAPS,20455,9513,NATURE THERAPIES
EQUALINE TIOCONAZOLE 1,20456,69477,TAIKO PHARMACEUTICAL COMPANY LTD.
TRACLEER,20457,23334,LISE WATIER CHARME ET BEAUTE INC.
BIOTPRES,20458,71762,RODECA INC. DIVISION OF TECHNILAB INC.
CALIFORNIA BLACK OAK,20459,70519,RAYONIX INC.
NUEDEXTA,20460,54703,INTERCEPT PHARMACEUTICALS INC
SKIN CARE PRESCRIPTION,20461,40918,GOOD FOR YOU CANADA CORP
TRUFFLE EX CLEANSING,20462,43706,INDIVIOR UK LIMITED
LIPROTEK,20463,33682,TRW HOLDINGS INC.
GLYZIGEN GEL INTIMATE,20464,77472,RUST- OLEUM CORPORATION
SECURA PROTECTIVE,20465,98879,SWISHER HYGIENE FRANCHISE CORPORATION
BUTALAN,20466,6663,ULTRA CHEM LABS CANADA CORP.
BARYTA CARBONICA,20467,49283,ADVANTAGE MARKETING ASSOCIATES INC.
VABOMERE,20468,4575,SHEFFIELD LABORATORIES
AZATHIOPRINE SODIUM,20469,62349,NATURAL WAY HERBS
BOTRYTIS CINEREA,20470,1319,VITAMEC USA
MAXAQUIN,20471,304,ECO MED PHARMACEUTICALS
LANTRISUL,20472,50097,TRIBUTE PHARMACEUTICALS CANADA INC
GUNA-FLAM,20473,31203,VISION FOR LIFE INTERNATIONAL INC.
REAL DEAL FOUNDATION,20474,41065,BALCHEM LTD.
INTRAROSA,20475,60089,LABORATOIRE LALCO INC.
DRY EYE TEST,20476,41851,LAURA LINE DIVISION OF J.R. PHOENIX LTD.
PRALATREXATE,20477,86283,IAMAT (INTER ASSOC MEDIC ASSIST TRAVEL)
DOVER AMINOPHEN,20478,94141,M & J COSMETICS SA
LARISSIA,20479,98089,SCHULKE & MAYR G.M.B.H.
TAPOUT MUSCLE RECOVERY,20480,92982,USANA HEALTH SCIENCES INC.
SULFAMETHOXAZOLE,20481,30648,CAPSUGEL
CYTOVENE,20482,71338,BRENMAC CHEMICALS INC.
MADA MEDICAL,20483,55718,LES LABORATOIRES NOVICHEM
BABY ACNE,20484,40044,BRIMMS CANADA INC.
NITRI SPIRITUS DULCIS,20485,96525,VIVUS INC.
KURVELO,20486,89428,NORWICH EATON CANADA INC.
PARALIXER,20487,28099,ENDO VENTURES LTD
HEADACHE SPASMS,20488,59574,HEALTH WAY PRODUCTS
RIMMEL LONDON,20489,56539,INDIVIOR UK LIMITED
LYSODREN,20490,93903,DAVID D. DANIELS LTD.
PHOCAL PHN,20491,59613,FRANK'S MAINTENANCE PRODUCTS INC
CAINETIPS,20492,25353,SABRA-DENT DENTAL SUPPLIES
ZOMIG-ZMT,20493,13746,NEOTERIC COSMETICS INC.
BESTHEALTH MENTHOL,20494,49295,FORMULEX CANADA INC.
TRAGACANTH GUM,20495,12526,V-TO INC.
ITCH STUFF,20496,54266,CASSENNE INC.
ACAMPROSATE CALCIUM,20497,98334,GUERBET
WAL-FINATE,20498,87484,LAWSON HEALTH RESEARCH INSTITUTE
BETA-HC,20499,64459,MARINO MANUFACTURING
SODUM ACETATE,20500,76529,INTERNATIONAL BIOTECHNOLOGY LABS LTD.
BLACK BIRCH,20501,68039,MOUNT FOREST ELEVATORS LTD.
PLEO ALB,20502,62155,AMWAY CORPORATION
TREATMENT SET TS129085,20503,63869,METREX RESEARCH
CHORIONIC GONADOTROPIN,20504,15750,B. BRAUN AVITUM AG
DISULFIRAM ,20505,33387,NORWOOD PACKAGING LTD
TREATMENT SET TS351004,20506,92333,VITALAIRE CANADA INC
EQUATE ACETAMINOPHEN,20507,19650,PED-MED LTD.
ALLOXANUM,20508,90562,PLANET BIOTECHNOLOGIES INC.
URSO 250,20509,54421,ROGER'S AGENCIES INCORPORATED
RECOVERY,20510,78553,THE DAILY WELLNESS CO.
ZARAH,20511,50433,RANGER CANADA
DRAINAGE COMPOSITION,20512,81659,PRODUITS FRANCAIS LABS INC.
INTRA-CELL,20513,37067,COMPAGNIE D'EQUIPEMENT SANITAIRE LTEE
CHENIX,20514,4479,PRODUITS NOR-DO INC.
QUILLIVANT,20515,45169,RMC GROUP CANADA LTD.
ROHTO HYDRA,20516,13352,GIOPHARMA A.T. INC.
EQUALINE MUCUS ER,20517,89948,WEST AGRO INC.
SOOTH-A-STING,20518,40107,ONTARIO MEDICAL OXYGEN SERVICES INC.
KICKING AND SCREAMING,20519,38689,PRODUCTION CREW CHEMICALS
TYRAMINE,20520,71542,NATURE'S SUNSHINE PRODUCTS INC.
NATACYN,20521,39341,CANADIAN ICE INTERNATIONAL
WET NAP,20522,54679,ECOLOGICAL FORMULAS
CORICIDIN HBP,20523,55067,DUPONT PHARMA INC.
SKIN-ION,20524,57405,DELAVAL INC.
REFILL 6,20525,74480,S & Y SUPPLY LTD.
ENABLEX,20526,87641,DYMATIZE ENTERPRISES INC.
VERELAN,20527,40850,DERMA SCIENCES INC
NEXIUM 24HR CLEARMINIS,20528,95868,AURIUM PHARMA INC
AZASAN,20529,43675,SPURRIER CHEMICAL COMPANIES INC.
CEFTIN,20530,93838,COLOMER USA
SINECCHI,20531,80453,STERIPHARM INC.
TED S PAIN,20532,62781,NEOSOL ENRG
EAR WAX REMOVAL SYSTEM,20533,59969,JODA INDUSTRIES
TRAVATAN,20534,55124,HARPP INDUSTRIES INC.
LEG CRAMP RELIEF,20535,46023,ROLMEX INTERNATIONAL INC.
UV MINERAL SHIELD,20536,33083,ADVANCE LABORATORIES LIMITED.
C-SOLVE-2,20537,13201,NUTRITION CLUB CANADA
SLEEP NOW REMEDY,20538,82730,SANOFI PASTEUR LIMITED
K-TAB,20539,34846,VITAMINERALS INC.
ZIANA,20540,85993,LAER PRODUCTS INC.
ARNICA RELIEF,20541,7394,VALESCO PHARMACEUTICALS INC
VANISH,20542,13196,CONVATEC CANADA LTD
STENDRA,20543,76353,GOLDEN MOOR
ORAL HCG HOMEOPATHIC,20544,35485,LIFESCIENCE TECHNOLOGIES
INVOKAMET,20545,36187,VIRO RESEARCH
ZENATANE,20546,13626,BMB SALES AND MARKETING
NIGHT TIME SLEEP-AID,20547,80967,OXI BRITE INC
FAGOPYRUM ESCULENTUM,20548,39125,COLORADO BIOLABS INC.
AUGMENTIN ES-600,20549,64837,CARMA LABORATORIES INC
URIBUR 40 NUMBER 23,20550,50710,SCHULKE & MAYR G.M.B.H.
CIMDUO,20551,28246,FRESENIUS AG
AFTER BITE SENSITIVE,20552,45310,M.L.P. COSMETIQUES INC.
DATSCAN,20553,96275,KAM SCIENTIFIC INC.
OXY 5,20554,38238,PHARMACARE LTD. SOUTH AFRICA
ESTRING,20555,60346,ANGELINI PHARMA INC
PERIOCHIP,20556,41275,WESTFIELD MARKETING CORPORATION
ALLERGY MEDICINE,20557,4832,ST. THOMAS ELGIN GENERAL HOSPITAL
VERMEX,20558,86153,KABI PHARMICIA INC.
GOOD SENSE ANTACID,20559,31012,BAUSCH HEALTH CANADA INC.
ZEVALIN,20560,60363,WILDLIFE PHARMACEUTICALS CANADA INC.
COLTALIN-ND,20561,87719,PERFECTA PRODUCTS INC.
RIZATRIPTAN,20562,44806,WAMPOLE BRANDS
TREATMENT SET TS331794,20563,51865,KEATA PHARMA INCORPORATED
OASIS TEARS MULTIDOSE,20564,46318,PHARMAFAIR INC.
PENICILLIN,20565,17008,LES PRODUITS CHIMIQUES MG
HEPATATOX,20566,95906,PARNELL TECHNOLOGIES PTY LTD
PLEO UT S,20567,31847,THE PROCTER & GAMBLE COMPANY
OCUFRESH,20568,72768,COUNTRY CONNECTIONS INC.
BAMBUSA AURUM,20569,61530,GILEAD SCIENCES CANADA INC
FRESH MED SOLUTION,20570,97948,AGNES PHARMACEUTICAL PRODUCTS INC
DILTIAZEM HCL CD,20571,24471,PUMPUII CANADA INC.
BORRELIA REMEDY,20572,39351,LIFEFORCE NUTRI-BLENDS CANADA INC.
ZOSYN,20573,25508,H2O PLUS LLC
BACITRACIN ZINC,20574,17644,FOCUS 21 INTERNATIONAL INC.
ADACEL,20575,45166,LA MERIDIENNE INTERNATIONALE
CVS HEALTH DIAPER RASH,20576,87368,FARLEYCO MARKETING INC.
AUROVELA FE 1/20,20577,3525,ENVIROCARE CORPORATION
COMPRE TOX,20578,86475,MULTALER & CIE
CLEAN IT ZERO RADIANCE,20579,51868,FRESENIUS KABI AG
DIARRHEA DYSPEPSIA,20580,15989,DENTSPLY CANADA LIMITED
CONRX ALERT,20581,91820,PATRIOT A DIVISION OF JANSSEN INC
AURUM IODATUM,20582,51178,NUTRIMMUNE TECHNOLOGIES INCORPORATED
CLERIAN,20583,83114,NOVARTIS PHARMACEUTICALS CANADA INC
ZINCLEAR SPF 30 TINTED,20584,74477,MAKE UP FOR EVER S.A.
ONOPORDON COMP.,20585,58810,FLETCHER ENTERPRISES (CHEMICALS) LTD.
NOT APPLICABLE,20586,56442,LANCOME CANADA
AZO GANTRISIN,20587,61116,MIDWAY ADVANCED PRODUCTS LLC
CANTRAVEL,20588,90940,AIRGAS CANADA INC
ATROPINE SULFATE,20589,47313,NORTHERN SEAS PRODUCTS
ALIMTA,20590,30151,LORVIC CORP
ELF LIP BALM SPF 15,20591,90413,RAYONIX INC.
TUSSIN DM MAX,20592,16613,SANOFI-AVENTIS CANADA INC
CYCLOPHOSPHAMIDE,20593,54863,SOPHERION THERAPEUTICS LLC
KIDNEY STONE CLEAR,20594,80988,FADA CHEMISTS LTD.
ALCO HAND SANITIZER,20595,47265,TROJAN CHEMICALS
TOTAL THALLIUM,20596,36020,PROFESSIONAL CLEANER PRODUCT LTD
PAIN STOPPERS EXTRA,20597,52619,E L STICKLEY AND CO LTD.
MEDPAK HAND SANITIZER,20598,16003,AGSA DENTAL PRODUCTS
GUNA-REACT,20599,2722,LEVER
PROMETH VC W/ CODEINE,20600,98193,BRAINTREE LABORATORIES INC.
DEPEN,20601,10439,ACME-CHASTON INC.
EROS AQUA SENSATIONS,20602,74095,ACTI-FORM LTD.
VITAL IMMUNE BOOSTER,20603,3498,1560678 ONTARIO INC.
FORMUCARE NASAL SPRAY,20604,39093,JOHNSONDIVERSEY CANADA INC.
NYQUIL SEVERE,20605,5224,CRITERION SCIENCES
SYNALGOS,20606,40825,QWATRO CORPORATION
REFLUX AND HEARTBURN,20607,4492,QUANTOFILL INC.
CARELINE,20608,61230,STEPAN COMPANY
CLADRIBINE,20609,53624,BEEKEEPERS' SUPPLY CO
GOSSYPIUM HERBACEUM,20610,4448,HEALTH THRU HERBS INC.
THYROID PORCINE,20611,67327,NEW VISION NUTRITIONALS COMPANY
GILDESS FE 1.5/30,20612,90299,ICARUS PHARMA CORP.
DESGEN DM TABS,20613,97462,DENTAL RESOURCES OF CANADA LTD.
DR.G DEEP PEELING,20614,53809,NUTRITION PLUS PHARMACY LTD.
MORPHINE SULFATE,20615,36230,DERMATOLOGIC COSMETIC LABORATORIES
BACTESTAT,20616,20311,APO-VET INC.
QUILLIVANT XR,20617,7097,BARD PHARMACEUTICALS (1990) INC
LUMIGAN,20618,76438,MLO PRODUCTS COMPANY
PHENYLHISTINE DH,20619,8510,SERGEANTS OF CANADA
CS UTERUS,20620,28017,LUEN FOOK MEDICINE SDN. BHD.
PERCOCET,20621,84681,HAIN PURE FOOD CO INC.
Q-DRYL,20622,47473,MAPLE PHARMACEUTICALS INCORPORATED
ADVANCED GUARD,20623,20948,MILEX A COOPERSURGICAL CO.
POLYCILLIN-N,20624,73200,CORIXA CORPORATION
OBAGI 360,20625,4867,IDESOINS-DIVISION OF KANMARK PHARMA INC.
DOLORAN,20626,50826,HERO NUTRITIONAL PRODUCTS OF CANADA INC.
MISOPROSTOL,20627,56609,WHM INTERNATIONAL LTD
DELUXE ALL-PURPOSE,20628,57553,AMERICAN REGENT INC
GILLETTE FRESH,20629,2346,GAUDREAU LTEE-EQUIPEMENT RESTAURANT
POCKET FARMACY,20630,77595,AVARIA HEALTH & BEAUTY CORPORATION
ICY HOT POWER GEL,20631,49255,BIOTROL
REFLUX,20632,14877,RATIOPHARM CANADA INCORPORATED
ROXYBOND,20633,83393,RACE HORSE PRODUCTS
XARTEMIS XR,20634,89590,GOODWAY TECHNOLOGIES CORP.
MOISTURE THERAPY,20635,97132,NATURVITE
AGNUS CASTUS,20636,70368,ERFA CANADA 2012 INC
IBUPROFEN (NSAID),20637,76217,TAHITIAN NONI INTERNATIONAL INC.
ALOE SOOTHING,20638,56087,INDUSTRIA FARMACEUTICA SERONO SPA
HEMOFORCE,20639,10859,2 EM NATURAL ELEMENTS INC
ICE EXTERNAL ANALGESIC,20640,62415,SUN PHARMA CANADA INC
EDARBYCLOR,20641,53034,G.T. FRENCH PAPER LIMITED
MED AID,20642,47438,FORKEM INC.
BARTONELLA KIT,20643,71376,FERMENTA ANIMAL HEALTH COMPANY
NUTRILYTE,20644,55733,SN BERNIER ENRG
KIT 2,20645,25612,AMOL PHARMA GMBH
PHENTERMINE RESIN 30,20646,53819,PARFUMS CHRISTIAN DIOR
TIGECYCLINE,20647,52144,UNICOOP COOPERATIVE AGRICOLE
EXHAUSTION COMPLEX,20648,38766,MANTRA PHARMA INC
DM MAX,20649,40704,MULTI-CLEAN
SKINFUSE SHIELD,20650,65416,MEYER ZALL LABORATORIES PTY LTD.
METOLAZONE,20651,75981,PREMIER LABS INC.
5299 SUNSCREEN,20652,77553,VALESCO PHARMACEUTICALS INC
ARGENTUM NITRICUM 6X,20653,66208,SUNFRESH LIMITED
KOVALTRY,20654,93662,NEW VISION NUTRITIONALS COMPANY
ZINCUM VALERIANICUM,20655,88427,L OREAL PROFESSIONNEL CANADA
HEPAR SULF,20656,53142,ASHBURY BIOLOGICALS INC.
DOCUSATE SODIUM 100MG,20657,75967,VALESCO PHARMACEUTICALS INC
APIS MEL,20658,92293,HILLCREST MANUFACTURING
GUNA-ORAL SPRAY,20659,35895,ELI LILLY CANADA INC
STERILE SALINE EYEWASH,20660,99329,TOTAL LIVING CONCEPTS
INFECTION COMPLEX,20661,67861,NUTRITION PLUS PHARMACY LTD.
TRIACTING DAY TIME,20662,38058,KRUGER PRODUCTS L.P.
SCOLOPENDRA,20663,38969,I'M LIVING PROOF
VALUE PHARMA,20664,75278,ORAL TECHNOLOGIES C/O ORAL B LABS INC.
COLD AND FLU DAYTIME,20665,35262,HEALTHCO CANADA LTD/LTEE
STAPHWASH PLUS,20666,30323,OLIER GRISE ET CIE LTEE
CAREALL NON ASPIRIN,20667,84719,META PHARMACEUTICALS INC.
MESMERIZE FOR MEN,20668,66748,DUREX CANADA DIVISION OF SSL CANADA INC.
KAITLIB FE,20669,12842,ALCIS HEALTH INC.
OXALIS 5,20670,82937,WELEDA (UK) LTD.
OFLOXACIN,20671,47270,DR. DANIEL PRODUCTS
PURE AND CLEAR,20672,16991,ITW TEXWIPE
ORTHO GUARD,20673,47530,COWLING AND BRAITHWAITE
BENTYL,20674,55562,BOTANICAL LABORATORIES INC.
BEEPEN-VK,20675,39336,NICE-PAK PRODUCTS (CANADA) LTD.
QUACKGRASS POLLEN,20676,52217,SYSTEM PHARMACEUTICAL
SEEBRI,20677,64943,MEDEXUS PHARMACEUTICALS INC
EVEX,20678,7733,ALTA PHARMACEUTICALS INC.
MD-60,20679,64547,ARGENT CHEMICAL LABS INC.
SUNMARK NITE TIME,20680,38257,MUSCLE & FITNESS
SIMPLY RIGHT BODY CARE,20681,71625,E EXCEL LLC
TIVORBEX,20682,67150,MICROBEX DIVISION OF ALLIANCE H. INC.
PRIMAQUINE PHOSPHATE,20683,75672,MK JANITOR SUPPLIES
EMVITA 15,20684,64251,BERNA BIOTECH LTD
CARDIOLITE,20685,13753,FLORADALE FEED MILL LTD.
POLY HIST PD,20686,97712,NUTRITIA INTERNATIONAL LABORATOIRE
ACTIGALL,20687,6176,MAIZUN-CALBER (CANADA) LTD.
H-BALM,20688,88422,KVG GROUP INC
REMERON SOLTAB,20689,81328,INTERNATIONAL LABORATORIES (CANADA) LTD.
PRESSURE PAIN COLD PE,20690,19880,VEN TECH HEALTH CARE CORP INC.
ATOPALM ITCH RELIEF,20691,36079,ARMSTRONG MANUFACTURING INC
RUBY-CELL 4U,20692,64634,HARPP INDUSTRIES INC.
FEMCON FE,20693,41514,MEDICAL PRODUCTS LABORATORIES INC.
TREATMENT SET TS333177,20694,44527,THORN BIOSCIENCE LLC
IMMUNE SUPPORT,20695,58969,4M CHEMICAL INC.
CHLORAPREP WITH TINT,20696,42812,ROYAL BODY CARE INC.
ADREVIEW,20697,16503,VALNEVA SWEDEN AB
AT ONE WITH NATURE,20698,10491,SUNRIDER MANUFACTURING L.P.
MAXIPIME,20699,7363,LOFCO CANADA INC.
ADYPHREN AMP KIT,20700,85945,GLENMARK PHARMACEUTICALS CANADA INC.
BARTONELLA REMEDY,20701,18335,KRUGER PRODUCTS L.P.
ATACAND,20702,51159,VITAMEC USA
EZ-OX PLUS,20703,40733,PO SUM ON MEDICINE FACTORY LTD.
NOTS COMFORT CLEANSING,20704,99564,CANADIAN HORSE SHOE DISTRIBUTORS INC.
RHEUMATIC JOINT CARE,20705,44478,APOTHECARY PRODUCTS INC.
ROLL-ON ANTIPERSPIRANT,20706,86769,EMERGENCY FIRST AID SERVICE LTD.
UNDA 20,20707,4106,WISCONSIN PHARMACAL CO. LLC
CLARITIN,20708,32902,GFR PHARMA LTD.
LICE TREAMENT,20709,37549,CHERYL LABORATORIES INC.
AMNION 30,20710,76863,HARPP INDUSTRIES INC.
SUGAR MAPLE,20711,51375,RECKITT BENCKISER INC
SMART SENSE BACITRACIN,20712,98692,VOGEL HEALTH FOODS LTD.
ADVANCED RELIEF,20713,26923,ECOLAB INC
TREZIX,20714,68065,GBH FRAGRANCES CANADA INC.
ANISE PYRITE,20715,52453,PETER THOMAS ROTH LABS LLC
GLUCOREG,20716,86807,HAIN-CELESTIAL CANADA ULC
NOXZEMA,20717,62378,LEEMING DIVISION OF PFIZER CANADA INC.
SYC MIASM,20718,57490,WIPES.COM
BIORE,20719,12674,SPORTIKA EXPORT INC
VIRX,20720,84126,BIOCODEX SA
INTELENCE,20721,78065,1560678 ONTARIO INC.
ANDROGEL,20722,81603,LIFELAB HEALTH LLC
THERMALAB,20723,7901,BOCKNEK LTD.
PROSTATE RELIEF,20724,81133,DYNAMIC ESSENTIALS OF CANADA INC.
CHAMOSYN,20725,36686,CROWN LABORATORIES INC.
MITCHUM SENSITIVE SKIN,20726,17581,QUAD LABORATORIES INC.
MIVACURIUM CHLORIDE,20727,92235,PARKLANE DISPENSARY LTD.
DENTAGEL,20728,17305,BIOTHERM CANADA
BURNING BUSH POLLEN,20729,41706,DERMATOLOGIC COSMETIC LABORATORIES
WAL-DRAM,20730,90174,NITMOI LABS INC
XLEAR MAX,20731,88172,SENIVA PHARMACEUTICALS LTD
SAFE SEA SPF 60,20732,38950,TECHNODIET S.E.N.C.
NOVAREL,20733,94380,RACEHORSE VETERINARY PRODUCTS INC.
ZYMAXID,20734,12114,PHARMACIA ANIMAL HEALTH
DISOBROM,20735,44547,ANDRE LABORATORY INC.
ATAZANAVIR SULFATE,20736,22495,MLO PRODUCTS COMPANY
FUOSEMIDE,20737,30862,ABBOTT LABORATORIES DIAGNOSTIC DIVISION
SLASH PINE,20738,14605,INTERNATIONAL BIOTECHNOLOGY LABS LTD.
PASSION DROPS,20739,36720,KRAMER LABORATORIES INC
FENORTHO,20740,32925,ADVANTAGE MARKETING ASSOCIATES INC.
NOBLE S PLUS,20741,77001,LES INDUSTRIES SANFACON INC.
TETRAMED,20742,24026,PROMOTION ECO ST-CLAIR INC.
RELIEF-PE,20743,80438,NATUREWORKS INC. (DR PETER THEISS)
AURUM METALLICUM,20744,897,CARE-TECH LABORATORIES INC.
TRUFFLE EX WRINKLE,20745,69965,HORIZON THERAPEUTICS IRELAND DAC
AZACTAM,20746,82821,CCA INDUSTRIES INC.
TARTAR CONTROL PLUS,20747,3536,HARMONY LABORATORIES INC.
MUTAMYCIN,20748,22262,SHANTALA LTEE
ZITHROMAX,20749,76535,U S CHEMICAL CORPORATION
DRAXIMAGE DTPA,20750,69080,ASHLEY DOWNS PHARMACEUTICAL
LANTUS,20751,95786,E.R.I. LABS INC.
ITCH REL SPR,20752,33687,WOLFGANG'S HERBALA INC.
TIME DYNAMICS,20753,22300,BIOLYSE PHARMA CORPORATION
ABELCET,20754,35335,NATURE'S WORK
DUREZOL,20755,16349,TELECTRONICS PACING SYSTEMS INC.
EROS TASTY FRUITS,20756,58547,L'OREAL CANADA INC.
ANTIMONIUM ARSENICICUM,20757,70884,LILO PRODUCTS
EQUALINE ANTACID,20758,96450,TRAVENOL LAB
HOLCUS LANATUS POLLEN,20759,34377,ROOT INDUSTRIES INC.
NIVEA MEN PROTECTIVE,20760,34614,KIWI BRANDS INC.
FREAMINE HBC,20761,97098,NATURVITE
GEODON,20762,35477,TOTAL HEALTH ANTIAGING RESEARCH INC.
APPETITE INCREASE,20763,37232,MEDALLION INFO INC.
SECRET,20764,43982,BELMONT-PHARMA HEALTHCARE INC.
ULTIVA,20765,43331,PANACEA BIOTEC LIMITED
VFB BIO PEEL,20766,37659,JAMP PHARMA CORPORATION
LUPANETA PACK,20767,34830,PROMETIC PHARMA INC.
ELMIRON,20768,80445,WHITEHALL-ROBINS INC.
MERICAINE,20769,2910,PARROT INC.
PROSTIN VR PEDIATRIC,20770,52685,BIOMED
CEM-UREA,20771,31532,ITW TEXWIPE
KHEDEZLA,20772,5520,NEPHRO-TECH INC.
HERPESET,20773,39585,HERO NUTRITIONAL PRODUCTS OF CANADA INC.
EZ CHAR,20774,9048,LOCKERROOM MARKETING LTD
RYMED,20775,44116,TOP FUNDRAISERS
AMMONIA N 13,20776,9243,HERBALIFE OF CANADA LIMITED
EAR RELIEF FORMULA,20777,51346,LUNDBECK PHARMACEUTICALS LLC
HERBAL UTAPLAS,20778,46892,AQUARIUM PHARMACEUTICALS INC.
ATACAND HCT,20779,49273,WATER ENERGY TECHNOLOGIES
PAIN AID ESF,20780,20401,DERMAL DEFENSE INC.
VENOFER,20781,50062,HEAR SAVER LIMITED
SUN KILLING GRAPEFRUIT,20782,56750,ACTI-FORM LTD.
NORETHINDRONE,20783,67136,VETOQUINOL N A INC
ENTACAPONE,20784,73297,FITNESS QUEST
SELSUN BLUE MEDICATED,20785,65066,LAB CUNARD INC.
COMMON COLDS SYNERGY,20786,78569,PHARMALAB INC.
PROCTO-PAK,20787,85062,LABORATOIRES SALADAY INC.
BIO VISCUM PHASE,20788,75790,THE GILLETTE COMPANY
TEETH AND GUMS,20789,77244,COOK IMAGING CORPORATION
NIGHT TIME DAY TIME,20790,98180,BUCKEYE INTERNATIONAL INC
X RAY,20791,72581,JEMPAK GK INC.
TERRASIL SKIN REPAIR,20792,23977,ANDERSEN PRODUCTS INC
DONATUSSIN,20793,77271,RECORDATI RARE DISEASES
SHEER FOCUS,20794,2598,UCB INC
KLOR-CON,20795,59601,ULTRONICS INC.
AAPE SKIN AMPOULE,20796,70501,METAFORM LTD.
NURTURE BARRIER,20797,45853,SANTEPLUS LTD.
ZEFAZONE,20798,88708,SYNTHESE ELEVAGE
ALOCANE PLUS,20799,76487,WEXFORD LABS INC
ILEX PARAGUARIENSIS,20800,80603,THE MEZOTRACE CORPORATION
PREDNICEN-M,20801,73113,LONGSET LABORATORIES INC.
POLY-VENT DM,20802,38944,VALPRO INC.
NIGHTTIME SLEEPAID,20803,60861,PHARMAQ AS
WATERFUL SUN,20804,99746,KPSS INC.
ACITRETIN,20805,20029,GOLDEN NEO-LIFE INTERNATIONAL LTD.
SERENITY REMEDY NO. 12,20806,78112,AMBERINE PRODUCTS LTD.
SCILLA CRATAEGUS,20807,3716,CESCO SOLUTIONS INC.
DERMACINRX PRIZOPAK,20808,52249,ZENECA PHARMA INC.
BRALINE PATCH,20809,64462,DIVERSIFIED CHEMICAL TECHNOLOGIES INC.
HYDROQUINONE,20810,83643,THE BUCKLEY'S COMPANY
INFLAMMATION MIASM,20811,71609,LEO LABORATORIES LTD.
PRAIRIE SAGE,20812,68385,TOO FACED COSMETICS LLC DIST.
SODIUM PENTOBARBITAL,20813,3372,ORIS COSMETICS LTD.
MAJOR VITAMIN A AND D,20814,33927,ZENECA PHARMA INC.
I.C. BARRIER,20815,90287,MVP LABS
SINUS CLEANSER,20816,97756,BEE SMART PRODUCTS DIVISION
RUGBY ASPIRIN,20817,15955,CYTEX PHARMACEUTICALS INC
ANTIMONIUM IODATUM,20818,89521,CEDONA PHARMACEUTICALS B.V.
COUGH BE GONE,20819,36934,CELLCHEM PHARMACEUTICALS INC.
